5001	107
5001	257
5001	279
5001	809
5001	1482
5001	1495
5001	2986
5001	5266
5001	5717
5001	6286
5001	11736
5001	12064
5001	12125
5001	12171
5001	12243
5001	12252
5001	12459
5001	12470
5002	82
5002	957
5002	1055
5002	1272
5002	1738
5002	1997
5002	3881
5002	10059
5003	54
5003	260
5003	627
5003	889
5003	902
5003	1440
5003	1474
5003	1732
5003	2032
5003	2152
5003	12383
5004	69
5004	124
5004	251
5004	879
5004	1232
5004	1289
5004	2272
5004	2447
5004	3792
5004	5128
5004	10959
5004	11129
5004	12067
5004	12095
5004	12386
5005	406
5005	687
5005	836
5005	864
5005	901
5005	1429
5005	1454
5005	1968
5005	3959
5005	4422
5005	6274
5005	6766
5005	9079
5005	12117
5006	42
5006	384
5006	451
5006	452
5006	840
5006	2816
5006	2968
5006	6298
5006	7820
5006	10967
5006	11469
5006	11821
5006	11868
5006	12462
5006	12464
5007	6
5007	40
5007	77
5007	92
5007	144
5007	349
5007	1006
5007	1382
5007	2139
5007	2235
5007	2246
5007	2444
5007	2495
5007	2656
5007	2793
5007	3143
5007	3791
5007	4679
5007	5691
5007	5928
5007	8439
5007	12072
5007	12134
5007	12332
5008	710
5008	774
5008	993
5008	1611
5008	2088
5008	2145
5008	2849
5008	3260
5008	6841
5008	7555
5008	10891
5008	11261
5008	12135
5008	12169
5008	12292
5008	12488
5009	162
5009	494
5009	1815
5009	1893
5009	3044
5009	3188
5009	3584
5009	6714
5009	7220
5009	12325
5010	470
5010	561
5010	949
5010	1727
5010	1933
5010	2852
5010	5012
5010	5855
5010	11215
5010	11489
5010	11610
5010	11938
5010	12281
5011	300
5011	330
5011	360
5011	782
5011	2900
5011	8986
5011	11534
5011	11635
5011	11993
5011	12427
5011	12434
5012	656
5012	1060
5012	1694
5012	1914
5012	2936
5012	3048
5012	11353
5012	12301
5012	12339
5012	12378
5012	12493
5013	25
5013	221
5013	1859
5013	3598
5013	12078
5013	12476
5013	12484
5013	12494
5014	1456
5014	8489
5014	12004
5014	12380
5014	12471
5015	139
5015	2014
5015	2606
5015	3207
5015	5024
5015	12271
5015	12318
5016	68
5016	204
5016	622
5016	1703
5016	3196
5016	11705
5016	12482
5017	88
5017	537
5017	621
5017	1274
5017	2005
5017	6547
5017	12343
5017	12351
5018	28
5018	84
5018	1907
5018	2478
5018	4173
5018	10190
5018	12321
5019	290
5019	765
5019	2109
5019	3192
5019	12412
5020	356
5020	1024
5020	1058
5020	1147
5020	1721
5020	2714
5020	10645
5021	62
5021	158
5021	177
5021	368
5021	653
5021	960
5021	1284
5021	2004
5021	3567
5021	4104
5021	5791
5021	12311
5021	12393
5021	12432
5021	12452
5022	36
5022	121
5022	478
5022	785
5022	2267
5022	3149
5022	5577
5022	12261
5022	12273
5022	12349
5023	59
5023	128
5023	709
5023	2538
5023	12438
5024	448
5024	985
5024	2997
5024	3483
5024	11439
5024	12225
5024	12254
5024	12485
5025	185
5025	292
5025	381
5025	1053
5025	1492
5025	4382
5025	6675
5025	9229
5025	12315
5025	12323
5025	12406
5026	112
5026	882
5026	1509
5026	2457
5026	2572
5026	4251
5026	12314
5027	17
5027	681
5027	2673
5027	12295
5028	170
5028	1690
5028	5819
5028	12199
5029	2233
5029	3052
5029	9669
5029	12399
5030	61
5030	464
5030	11870
5031	843
5031	1574
5031	12300
5032	695
5032	991
5032	12297
5032	12361
5033	12368
5034	289
5034	2345
5034	11378
5034	11808
5034	11942
5035	343
5035	1526
5035	1575
5035	2708
5035	4961
5035	8369
5035	11711
5035	12266
5035	12385
5036	48
5036	344
5036	810
5036	888
5036	1984
5036	2764
5036	11062
5036	12487
5037	712
5037	1969
5037	4263
5037	5254
5037	11893
5037	12044
5037	12172
5037	12345
5038	4
5038	638
5038	689
5038	1152
5038	1342
5038	1552
5038	2592
5038	2622
5038	5687
5038	8284
5038	11750
5038	11948
5038	12098
5038	12400
5038	12436
5038	12466
5039	118
5039	1789
5039	5437
5039	5505
5039	6361
5039	9236
5039	11717
5039	12450
5040	1362
5040	2649
5040	11597
5040	11899
5041	90
5041	376
5041	590
5041	9609
5041	11875
5041	12327
5041	12435
5042	57
5042	826
5042	1554
5042	1699
5042	12181
5042	12467
5043	1323
5043	1336
5043	3498
5043	12160
5043	12373
5043	12398
5043	12475
5044	757
5044	815
5044	1114
5044	1333
5044	1910
5044	2883
