5001	303
5001	815
5001	1415
5001	1644
5001	3908
5001	12170
5002	285
5002	316
5002	338
5002	596
5002	3967
5002	9517
5003	262
5003	844
5003	861
5003	1778
5003	1793
5003	1853
5003	2289
5003	5223
5003	6915
5003	9158
5004	748
5004	826
5004	3798
5004	4748
5004	9326
5005	73
5005	152
5005	228
5005	362
5005	394
5005	514
5005	552
5005	621
5005	779
5005	2058
5005	2104
5006	85
5006	342
5006	395
5006	505
5006	807
5006	878
5006	963
5006	1128
5006	1200
5006	1261
5006	1681
5006	2808
5006	4045
5006	5190
5006	5901
5007	632
5007	639
5008	583
5008	1430
5008	1456
5008	3108
5009	177
5009	219
5009	1052
5009	1291
5009	1379
5009	1744
5009	1965
5009	2134
5009	2266
5009	4366
5009	4380
5009	4713
5009	6078
5009	8491
5010	561
5010	958
5010	1057
5010	1178
5010	1402
5010	1776
5010	2106
5010	2631
5010	4030
5010	7234
5010	11671
5011	381
5011	469
5011	529
5011	680
5011	928
5011	1751
5011	2322
5011	2707
5011	3145
5011	3330
5012	91
5012	513
5012	969
5012	1009
5012	1095
5012	1111
5012	1183
5012	1804
5012	2435
5012	3214
5013	255
5013	306
5013	384
5013	938
5013	1087
5013	1307
5013	1384
5013	1421
5013	1475
5013	1618
5013	1711
5013	1948
5013	2487
5013	3376
5013	5280
5013	6720
5014	77
5014	113
5014	233
5014	493
5014	520
5014	567
5014	795
5014	884
5014	904
5014	1043
5014	1148
5014	1234
5014	2820
5014	3694
5014	4839
5014	9763
5015	210
5015	690
5015	759
5015	852
5015	1541
5015	1591
5015	2530
5015	3594
5015	4792
5015	5045
5015	11458
5015	11860
5016	26
5016	397
5016	1096
5016	1352
5016	1381
5016	1429
5016	1631
5016	1807
5016	2472
5016	11371
5017	190
5017	237
5017	453
5017	650
5017	867
5017	1072
5017	1663
5017	2551
5018	53
5018	972
5018	1118
5018	1127
5018	1529
5018	1661
5018	1972
5018	1975
5018	2442
5018	4578
5019	119
5019	137
5019	200
5019	249
5019	271
5019	763
5019	814
5019	930
5019	1047
5019	1078
5019	1164
5019	1235
5019	1921
5019	2077
5019	2388
5019	2548
5019	4197
5020	164
5020	366
5020	554
5020	1274
5020	2780
5020	3747
5020	4123
5020	4126
5020	4246
5020	5213
5021	402
5021	563
5021	889
5021	979
5021	1068
5021	1699
5021	3460
5021	4780
5021	11828
5021	12445
5022	25
5022	118
5022	598
5022	892
5022	916
5022	1070
5022	1574
5022	1954
5022	2240
5022	2650
5022	2749
5022	3421
5022	4074
5022	5473
5022	6600
5022	12173
5023	18
5023	22
5023	302
5023	428
5023	1094
5023	1502
5023	1667
5023	8379
5023	9711
5023	9893
5024	14
5024	335
5024	825
5024	854
5024	1350
5024	1375
5024	2130
5024	3055
5024	3926
5024	5285
5024	5981
5024	6882
5025	89
5025	286
5025	618
5025	665
5025	669
5025	822
5025	863
5025	865
5025	962
5025	1045
5025	1086
5025	1163
5025	1322
5025	1377
5025	1445
5025	1517
5025	1803
5025	1934
5025	2118
5025	2421
5025	2613
5025	2847
5025	4283
5025	7847
5025	9850
5026	41
5026	125
5026	202
5026	235
5026	276
5026	332
5026	340
5026	470
5026	489
5026	699
5026	869
5026	966
5026	1185
5026	1222
5026	1572
5026	1579
5026	1581
5026	1892
5026	2430
5026	3333
5026	3355
5026	3763
5026	4063
5026	5088
5026	6958
5027	2
5027	93
5027	120
5027	136
5027	238
5027	336
5027	603
5027	871
5027	980
5027	1560
5027	3227
5027	3774
5027	4215
5027	4512
5027	5913
